You are now connected to database "mitchs_rare_treasures" as user "a".
 treasure_id |                 treasure_name                 |   colour   | age  | cost_at_auction | shop_id 
        2172 | Implemented Refined Fresh Bacon               | silver     |  971 |          848.72 |     202
        2173 | Adaptive Small Fresh Pizza                    | turquoise  |  786 |          331.46 |     585
        2174 | Cross-platform Unbranded Metal Mouse          | turquoise  |  876 |          672.34 |     230
        2175 | Extended Gorgeous Concrete Salad              | gold       |  279 |           79.71 |     546
        2176 | Open-architected Ergonomic Granite Salad      | red        |  845 |          949.54 |     243
        2177 | Inverse Handmade Metal Chips                  | lavender   |  435 |          670.02 |     910
        2178 | Switchable Handmade Plastic Cheese            | tan        |  726 |           42.96 |      49
        2179 | User-friendly Gorgeous Metal Car              | ivory      |  833 |          287.97 |     167
        2180 | Synergistic Unbranded Soft Table              | mint green |   71 |           64.12 |     400
        2181 | Fundamental Gorgeous Metal Soap               | black      |  838 |          438.14 |     183
        2182 | Synergized Rustic Steel Shirt                 | grey       |  817 |           19.76 |     424
        2183 | Up-sized Practical Concrete Salad             | indigo     |  389 |          731.95 |     155
        2184 | Innovative Awesome Plastic Gloves             | mint green |  446 |             905 |     446
        2185 | Total Gorgeous Concrete Car                   | sky blue   |  329 |          318.99 |     920
        2186 | Automated Ergonomic Metal Table               | olive      |  285 |          301.88 |     637
        2187 | Function-based Rustic Plastic Chicken         | indigo     |  496 |          524.66 |     287
        2188 | Polarised Refined Fresh Chicken               | purple     |  959 |          821.95 |     165
        2189 | Balanced Small Granite Ball                   | white      |  464 |          309.54 |     271
        2190 | Multi-channelled Intelligent Frozen Table     | fuchsia    |  929 |          413.85 |     669
        2191 | Monitored Rustic Metal Gloves                 | cyan       |  698 |          746.95 |     946
        2192 | Enhanced Small Frozen Bike                    | blue       |  147 |          978.37 |     214
        2193 | Integrated Small Steel Chicken                | ivory      |  305 |           640.4 |     775
        2194 | Triple-buffered Incredible Metal Gloves       | white      |   51 |          828.61 |     844
        2195 | Reduced Intelligent Frozen Tuna               | indigo     |  702 |          959.51 |     461
        2196 | Object-based Handmade Rubber Shoes            | yellow     |  857 |           54.88 |     142
        2197 | Multi-layered Intelligent Frozen Sausages     | grey       |  631 |          189.55 |      86
        2198 | Reduced Ergonomic Plastic Keyboard            | maroon     |   56 |          935.59 |     330
        2199 | Horizontal Licensed Steel Sausages            | fuchsia    |  534 |          364.77 |     297
        2200 | De-engineered Handmade Cotton Mouse           | ivory      |  474 |           819.1 |     626
        2201 | Multi-tiered Fantastic Soft Shoes             | lime       |   57 |          421.36 |     253
        2202 | Operative Small Cotton Towels                 | olive      |  158 |          240.37 |     216
        2203 | Integrated Small Plastic Bike                 | salmon     |  855 |           95.94 |     334
        2204 | Multi-tiered Unbranded Frozen Sausages        | cyan       |  384 |          441.86 |     349
        2205 | Sharable Tasty Cotton Shoes                   | mint green |   59 |          886.48 |     568
        2206 | Ergonomic Fantastic Rubber Mouse              | teal       |  853 |          873.75 |     876
        2207 | Face to face Practical Plastic Tuna           | black      |  165 |          962.53 |     460
        2208 | Quality-focused Gorgeous Granite Pizza        | violet     |  850 |          820.23 |     870
        2209 | Team-oriented Incredible Metal Bike           | magenta    |  645 |           778.9 |     295
        2210 | Ergonomic Unbranded Soft Gloves               | green      |  258 |           499.9 |     832
        2211 | Profit-focused Handcrafted Concrete Chips     | azure      |  912 |          937.94 |     157
        2212 | Switchable Intelligent Soft Cheese            | pink       |  183 |          681.35 |      20
        2213 | Compatible Licensed Fresh Chips               | sky blue   |  216 |           98.36 |     856
        2214 | Future-proofed Unbranded Metal Bike           | mint green |  639 |          160.46 |     709
        2215 | Organized Intelligent Concrete Gloves         | purple     |  305 |          101.01 |     815
        2216 | Function-based Rustic Granite Car             | teal       |  899 |          221.45 |     700
        2217 | Realigned Incredible Soft Salad               | plum       |  314 |          804.08 |     159
        2218 | Re-contextualized Refined Frozen Car          | pink       |  268 |           20.18 |      67
        2219 | Fundamental Unbranded Rubber Bacon            | azure      |  177 |          908.46 |     403
        2220 | Synergistic Practical Soft Table              | violet     |  607 |          703.39 |     698
        2221 | Assimilated Licensed Frozen Pants             | silver     |  447 |          353.14 |     738
        2222 | Seamless Rustic Rubber Mouse                  | lime       |  940 |          481.19 |     740
        2223 | Mandatory Fantastic Granite Table             | blue       |  803 |           191.6 |     340
        2224 | Open-source Refined Steel Bike                | orchid     |  737 |          515.99 |     622
        2225 | Grass-roots Practical Steel Fish              | plum       |  735 |           553.1 |     988
        2226 | Open-source Awesome Plastic Pizza             | tan        |  251 |          484.03 |     573
        2227 | Triple-buffered Refined Plastic Keyboard      | indigo     |  458 |          966.97 |     605
        2228 | Seamless Licensed Steel Tuna                  | ivory      |  179 |           27.52 |     192
        2229 | Mandatory Small Cotton Bike                   | yellow     |  484 |          764.86 |     197
        2230 | Reverse-engineered Ergonomic Wooden Keyboard  | olive      |  393 |          406.91 |     427
        2231 | Secured Awesome Plastic Mouse                 | teal       |  446 |          144.94 |     529
        2232 | Seamless Tasty Soft Bike                      | black      |  740 |          623.63 |     621
        2233 | Configurable Unbranded Plastic Tuna           | lime       |  947 |          872.41 |     821
        2234 | Future-proofed Handcrafted Rubber Bike        | violet     |  104 |          356.96 |     632
        2235 | User-friendly Intelligent Soft Shoes          | yellow     |  426 |          304.88 |     791
        2236 | Implemented Fantastic Concrete Pants          | pink       |  517 |          597.01 |     255
        2237 | Stand-alone Awesome Rubber Fish               | magenta    |  601 |           724.5 |     162
        2238 | Reverse-engineered Handmade Cotton Shirt      | lavender   |  880 |          166.16 |     297
        2239 | Virtual Handmade Concrete Car                 | ivory      |  857 |           57.03 |     527
        2240 | Ergonomic Gorgeous Soft Mouse                 | cyan       |  896 |          882.95 |     447
